rikishi1_rank_name,rikishi2_rank_name,rikishi1_rank_level,rikishi2_rank_level,rikishi1_win_prc,rikishi2_win_prc,rikishi1_fusen,rikishi2_fusen,rikishi1_hth_wins,rikishi2_hth_wins,y
M,M,7,13,0.6,0.4,0,0,1,1,yes
M,M,5,9,0.4,0.8,0,0,3,2,no
M,M,6,5,0.7,0.5,0,0,2,1,no
M,M,3,4,0.3,0.3,0,0,0,1,no
M,M,12,3,0.9,0.6,0,0,1,2,no
K,M,1,2,0.2,0.2,0,0,6,2,yes
M,K,2,1,0.7,0.3,0,0,3,4,yes
S,M,1,1,0.3,0.6,0,0,0,6,yes
M,O,4,1,0.3,0.6,0,0,10,12,no
O,S,1,1,0.7,0.5,0,0,6,2,yes
Y,O,1,2,0.6,0.9,0,0,21,17,yes
Y,O,1,2,1,0.7,0,0,28,2,yes
M,M,13,11,0.36363636363636365,0,0,0,2,4,yes
M,M,16,10,0.7272727272727273,0.45454545454545453,0,0,0,6,no
M,M,15,9,0.36363636363636365,0.36363636363636365,0,0,3,3,yes
M,M,8,16,0.5454545454545454,0.6363636363636364,0,0,0,0,no
M,M,8,15,0.45454545454545453,0.45454545454545453,0,0,1,0,yes
M,M,14,7,0.6363636363636364,0.6363636363636364,0,0,1,3,no
M,M,7,13,0.45454545454545453,0.36363636363636365,0,0,1,1,yes
M,M,6,12,0.6363636363636364,0.8181818181818182,0,0,1,1,yes
M,M,14,5,0.45454545454545453,0.5454545454545454,0,0,3,1,no
M,M,5,12,0.36363636363636365,0.5454545454545454,0,0,0,0,yes
M,M,9,3,0.8181818181818182,0.6363636363636364,0,0,1,1,yes
M,M,4,3,0.2727272727272727,0.2727272727272727,0,0,7,13,no
M,K,2,1,0.18181818181818182,0.2727272727272727,0,0,1,2,no
K,M,1,4,0.2727272727272727,0.36363636363636365,0,0,6,0,yes
M,S,1,1,0.5454545454545454,0.45454545454545453,0,0,0,4,no
S,M,1,2,0.36363636363636365,0.7272727272727273,0,0,8,7,yes
O,O,1,2,0.7272727272727273,0.8181818181818182,0,0,16,28,yes
Y,O,1,1,1,0.6363636363636364,0,0,35,3,yes
Y,O,1,2,0.6363636363636364,0.6363636363636364,0,0,19,10,yes
M,M,14,12,0.5833333333333334,0.75,0,0,2,3,no
M,M,10,16,0.5,0.6666666666666666,0,0,0,0,yes
M,M,14,8,0.4166666666666667,0.5,0,0,1,4,no
M,M,8,13,0.5,0.3333333333333333,0,0,1,1,yes
M,M,15,7,0.4166666666666667,0.5,0,0,0,1,no
M,M,16,7,0.6666666666666666,0.6666666666666666,0,0,5,2,yes
M,M,15,6,0.4166666666666667,0.6666666666666666,0,0,2,4,no
M,M,5,13,0.4166666666666667,0.4166666666666667,0,0,5,1,yes
M,M,4,12,0.3333333333333333,0.5,0,0,0,2,no
M,M,4,11,0.25,0,0,0,5,1,yes
M,M,9,2,0.3333333333333333,0.16666666666666666,0,0,3,2,yes
M,M,1,9,0.5,0.8333333333333334,0,0,1,4,yes
M,K,3,1,0.3333333333333333,0.3333333333333333,0,0,2,3,no
S,M,1,5,0.4166666666666667,0.5833333333333334,0,0,1,0,yes
M,S,2,1,0.6666666666666666,0.5,0,0,4,5,no
O,M,2,3,0.5833333333333334,0.5833333333333334,0,0,1,0,yes
O,K,1,1,0.5833333333333334,0.3333333333333333,0,0,8,16,yes
Y,O,1,1,0.6666666666666666,0.75,0,0,27,17,no
Y,O,1,2,1,0.75,0,0,32,10,yes
M,M,16,16,0.6923076923076923,0.6153846153846154,0,0,0,1,no
M,M,15,14,0.38461538461538464,0.5384615384615384,0,0,0,5,yes
M,M,14,10,0.38461538461538464,0.5384615384615384,0,0,1,0,no
M,M,15,8,0.38461538461538464,0.5384615384615384,0,0,1,0,no
M,M,8,13,0.5384615384615384,0.3076923076923077,0,0,1,1,no
M,M,7,12,0.5384615384615384,0.5384615384615384,0,0,1,0,no
M,M,4,9,0.3076923076923077,0.38461538461538464,0,0,2,1,yes
M,M,4,13,0.3076923076923077,0.38461538461538464,0,0,1,6,yes
M,M,7,3,0.6153846153846154,0.5384615384615384,0,0,3,0,yes
M,M,2,12,0.6153846153846154,0.7692307692307693,0,0,0,0,yes
M,M,11,2,0,0.15384615384615385,0,0,1,5,no
M,M,5,1,0.46153846153846156,0.5384615384615384,0,0,4,0,no
M,K,3,1,0.3076923076923077,0.3076923076923077,0,0,13,6,yes
M,S,5,1,0.5384615384615384,0.5384615384615384,0,0,0,2,yes
S,M,1,9,0.46153846153846156,0.7692307692307693,0,0,2,0,yes
O,K,2,1,0.6923076923076923,0.38461538461538464,0,0,2,3,no
O,M,2,6,0.6153846153846154,0.6923076923076923,0,0,5,1,yes
Y,O,1,1,1,0.7692307692307693,0,0,32,8,no
Y,O,1,1,0.6153846153846154,0.6153846153846154,0,0,18,28,yes
J,M,1,13,0.5,0.35714285714285715,0,0,1,3,no
M,J,13,5,0.35714285714285715,0.6428571428571429,0,0,2,1,no
M,M,12,16,0.7142857142857143,0.6428571428571429,0,0,1,0,yes
M,M,15,10,0.35714285714285715,0.5714285714285714,0,0,1,0,yes
M,M,14,9,0.35714285714285715,0.35714285714285715,0,0,3,4,yes
M,M,8,12,0.5,0.5714285714285714,0,0,0,0,yes
M,M,8,14,0.5714285714285714,0.5,0,0,3,3,yes
M,M,15,7,0.42857142857142855,0.5,0,0,7,12,yes
M,M,16,5,0.6428571428571429,0.5714285714285714,0,0,0,2,no
M,M,4,11,0.35714285714285715,0,0,0,6,7,no
M,M,3,2,0.35714285714285715,0.21428571428571427,0,0,1,2,yes
M,M,2,7,0.6428571428571429,0.6428571428571429,0,0,1,0,yes
M,M,1,3,0.5714285714285714,0.5,0,0,1,1,yes
M,K,4,1,0.35714285714285715,0.2857142857142857,0,0,6,9,yes
K,M,1,9,0.42857142857142855,0.7142857142857143,0,0,3,6,yes
M,S,5,1,0.42857142857142855,0.5,0,0,15,5,no
M,S,6,1,0.6428571428571429,0.5,0,0,2,2,no
O,O,2,2,0.6428571428571429,0.6428571428571429,0,0,15,12,yes
O,O,1,1,0.5714285714285714,0.7857142857142857,0,0,26,18,yes
Y,Y,1,1,0.6428571428571429,0.9285714285714286,0,0,15,27,yes
M,M,16,16,0.5,0.5,0,0,2,2,yes
M,M,15,15,0.5,0.5,0,0,4,0,no
M,M,14,14,0.5,0.5,0,0,1,2,yes
M,M,13,13,0.5,0.5,0,0,0,1,yes
M,M,12,12,0.5,0.5,0,0,5,3,yes
M,M,11,11,0.5,0.5,0,0,3,1,yes
M,M,10,10,0.5,0.5,0,0,0,2,no
M,M,9,9,0.5,0.5,0,0,0,0,no
M,M,8,8,0.5,0.5,0,0,3,3,no
M,M,7,7,0.5,0.5,0,0,7,3,no
M,M,6,6,0.5,0.5,0,0,2,4,yes
M,M,5,5,0.5,0.5,0,0,14,6,yes
M,M,4,4,0.5,0.5,0,0,2,8,yes
S,M,1,3,0.5,0.5,0,0,0,2,yes
M,S,3,1,0.5,0.5,0,0,1,1,no
O,M,2,2,0.5,0.5,0,0,2,0,yes
O,M,2,2,0.5,0.5,0,0,7,1,yes
O,M,1,1,0.5,0.5,0,0,1,0,yes
O,M,1,1,0.5,0.5,0,0,4,1,yes
Y,K,1,1,0.5,0.5,0,0,10,7,yes
Y,K,1,1,0.5,0.5,0,0,4,0,yes
M,M,15,16,1,0,0,0,3,1,no
M,M,16,14,1,1,0,0,4,1,yes
M,M,15,14,0,0,0,0,3,1,no
M,M,13,12,1,0,0,0,0,1,no
M,M,12,13,1,0,0,0,0,0,no
M,M,11,10,0,1,0,0,1,1,yes
M,M,10,11,0,1,0,0,3,4,yes
M,M,8,9,0,1,0,0,0,3,yes
M,M,8,9,1,0,0,0,5,3,yes
M,M,6,7,0,0,0,0,3,6,yes
M,M,6,7,1,1,0,0,5,6,yes
M,M,5,4,1,1,0,0,4,1,no
M,M,5,4,0,0,0,0,2,5,no
S,M,1,3,1,0,0,0,1,2,yes
M,S,2,1,0,1,0,0,1,8,yes
O,K,1,1,1,0,0,0,12,9,yes
O,M,2,3,1,0,0,0,1,0,yes
O,M,2,2,1,0,0,0,1,1,yes
O,K,1,1,1,0,0,0,2,2,yes
Y,M,1,1,1,0,0,0,1,0,yes
Y,M,1,1,1,0,0,0,7,0,no
M,M,15,16,0,0.5,0,0,1,3,no
M,M,13,14,0.5,0.5,0,0,0,0,yes
M,M,14,13,0.5,0.5,0,0,0,0,no
M,M,12,16,0.5,1,0,0,2,4,no
M,M,15,12,0.5,0.5,0,0,4,1,yes
M,M,10,11,0.5,0.5,0,0,4,0,no
M,M,11,10,0.5,0.5,0,0,0,0,no
M,M,8,9,1,0.5,0,0,1,1,yes
M,M,8,9,0.5,0,0,0,0,4,no
M,M,6,7,1,0,0,0,8,7,yes
M,M,6,7,0.5,0.5,0,0,3,6,no
M,M,5,4,0.5,0.5,0,0,3,2,yes
M,M,5,4,0,1,0,0,6,9,yes
S,K,1,1,0.5,0,0,0,9,7,yes
K,S,1,1,0,1,0,0,0,5,yes
O,M,1,2,1,0,0,0,3,0,yes
O,M,1,2,1,0.5,0,0,9,0,no
O,M,2,3,1,0,0,0,1,1,yes
O,M,2,3,1,0,0,0,1,0,yes
Y,M,1,1,0.5,0,0,0,1,0,yes
Y,M,1,1,1,0.5,0,0,4,0,yes
M,M,16,13,1,0.6666666666666666,0,0,0,0,no
M,M,12,14,0.3333333333333333,0.3333333333333333,0,0,0,2,no
M,M,12,16,0.3333333333333333,0.6666666666666666,0,0,2,0,no
M,M,15,11,0,0.3333333333333333,0,0,7,17,no
M,M,15,10,0.6666666666666666,0.3333333333333333,0,0,6,4,no
M,M,9,14,0.3333333333333333,0.3333333333333333,0,0,5,1,no
M,M,13,9,0.6666666666666666,0.3333333333333333,0,0,0,0,no
M,M,8,11,1,0.6666666666666666,0,0,2,4,yes
M,M,6,10,1,0.6666666666666666,0,0,0,0,yes
M,M,5,8,0.3333333333333333,0.3333333333333333,0,0,7,0,yes
M,M,5,7,0.6666666666666666,0,0,0,15,19,yes
M,M,4,7,0.6666666666666666,0.6666666666666666,0,0,2,7,yes
M,M,6,4,0.3333333333333333,0.3333333333333333,0,0,1,0,no
M,M,3,3,0,0,0,0,4,0,no
K,M,1,1,0.3333333333333333,0.3333333333333333,0,0,2,2,no
O,S,2,1,1,0.6666666666666666,0,0,10,13,no
O,K,1,1,1,0,0,0,14,14,no
O,M,1,1,0.6666666666666666,0,0,0,1,0,yes
O,S,2,1,1,0.6666666666666666,0,0,5,2,yes
Y,M,1,2,1,0.6666666666666666,0,0,8,0,yes
Y,M,1,2,0.6666666666666666,0,0,0,3,0,no
M,M,13,16,0.5,0.75,0,0,1,0,yes
M,M,14,13,0.5,0.75,0,0,0,0,yes
M,M,15,12,0,0.25,0,0,4,3,no
M,M,16,12,0.75,0.25,0,0,2,2,no
M,M,15,11,0.5,0.5,0,0,4,2,no
M,M,14,9,0.5,0.5,0,0,3,3,yes
M,M,11,9,0.5,0.25,0,0,3,6,yes
M,M,10,8,0.5,1,0,0,2,5,no
M,M,7,10,0,0.5,0,0,0,0,yes
M,M,5,8,0.75,0.25,0,0,0,2,yes
M,M,6,5,1,0.5,0,0,7,9,no
M,M,4,7,0.5,0.5,0,0,1,4,yes
M,M,6,4,0.25,0.75,0,0,1,7,no
M,M,2,3,0.5,0.25,0,0,3,0,no
K,S,1,1,0.25,0.5,0,0,4,6,yes
O,S,2,1,1,0.75,0,0,13,8,no
O,M,2,1,0.75,0,0,0,0,0,yes
O,M,1,1,0.75,0.5,0,0,4,0,yes
O,M,1,3,0.75,0,0,0,0,0,yes
Y,K,1,1,0.5,0.25,0,0,3,2,yes
Y,M,1,2,1,0.25,0,0,3,0,yes
M,M,15,13,0,0.6,0,0,8,4,no
M,M,12,14,0.4,0.6,0,0,2,1,yes
M,M,11,16,0.6,0.6,0,0,1,1,yes
M,M,11,13,0.6,0.6,0,0,0,1,no
M,M,14,10,0.6,0.4,0,0,0,1,yes
M,M,10,12,0.4,0.4,0,0,3,0,no
M,M,16,9,0.6,0.4,0,0,4,1,yes
M,M,15,8,0.4,0.2,0,0,2,3,yes
M,M,7,9,0.2,0.2,0,0,6,0,no
M,M,5,7,0.6,0.4,0,0,10,2,no
M,M,5,8,0.8,1,0,0,4,2,yes
M,M,6,4,0.8,0.8,0,0,7,8,yes
M,M,6,3,0.2,0,0,0,5,3,no
M,M,4,3,0.6,0.4,0,0,1,3,yes
M,S,1,1,0,0.4,0,0,1,2,no
O,M,1,2,0.8,0.2,0,0,2,0,yes
O,M,2,1,0.8,0.4,0,0,2,4,no
O,K,2,1,0.8,0.2,0,0,4,0,yes
O,S,1,1,0.8,0.8,0,0,13,7,yes
Y,K,1,1,1,0.4,0,0,19,1,yes
Y,M,1,2,0.6,0.4,0,0,6,3,yes
M,M,16,13,0.5,0.6666666666666666,0,0,0,1,no
M,M,12,13,0.5,0.6666666666666666,0,0,0,0,no
M,M,14,12,0.6666666666666666,0.5,0,0,3,1,yes
M,M,11,14,0.5,0.5,0,0,0,0,no
M,M,11,16,0.6666666666666666,0.6666666666666666,0,0,4,5,yes
M,M,15,9,0,0.3333333333333333,0,0,1,6,no
M,M,15,7,0.5,0.16666666666666666,0,0,0,4,no
M,M,10,7,0.3333333333333333,0.5,0,0,0,7,yes
M,M,6,9,0.8333333333333334,0.3333333333333333,0,0,0,0,no
M,M,6,10,0.16666666666666666,0.3333333333333333,0,0,0,1,yes
M,M,5,8,0.5,0.8333333333333334,0,0,5,4,no
M,M,8,4,0.16666666666666666,0.6666666666666666,0,0,3,3,no
M,M,5,2,0.8333333333333334,0.16666666666666666,0,0,2,1,no
M,M,1,3,0,0.16666666666666666,0,0,1,2,yes
S,M,1,1,0.6666666666666666,0.5,0,0,5,2,no
O,M,1,2,0.8333333333333334,0.3333333333333333,0,0,6,1,yes
O,S,1,1,0.8333333333333334,0.5,0,0,7,2,yes
O,K,2,1,0.8333333333333334,0.3333333333333333,0,0,9,10,no
Y,M,1,4,0.6666666666666666,0.6666666666666666,0,0,3,1,yes
Y,M,1,3,1,0.3333333333333333,0,0,2,0,yes
J,M,3,14,0.8571428571428571,0.5714285714285714,0,0,2,0,no
M,M,15,13,0.42857142857142855,0.7142857142857143,0,0,1,2,no
M,M,16,12,0.42857142857142855,0.42857142857142855,0,0,3,3,no
M,M,12,14,0.42857142857142855,0.7142857142857143,0,0,2,5,yes
M,M,16,11,0.5714285714285714,0.42857142857142855,0,0,3,2,no
M,M,9,13,0.42857142857142855,0.7142857142857143,0,0,0,0,yes
M,M,9,10,0.42857142857142855,0.2857142857142857,0,0,3,4,no
M,M,15,8,0,0.14285714285714285,0,0,2,3,yes
M,M,10,7,0.42857142857142855,0.2857142857142857,0,0,0,5,no
M,M,6,11,0.7142857142857143,0.7142857142857143,0,0,10,10,yes
M,M,5,7,0.7142857142857143,0.42857142857142855,0,0,5,3,yes
M,M,8,4,0.8571428571428571,0.7142857142857143,0,0,1,6,no
M,M,5,2,0.42857142857142855,0.2857142857142857,0,0,3,1,no
M,M,6,2,0.2857142857142857,0.2857142857142857,0,0,2,1,no
K,K,1,1,0.42857142857142855,0.2857142857142857,0,0,9,1,yes
S,M,1,1,0.5714285714285714,0.14285714285714285,0,0,2,0,yes
O,M,2,1,0.7142857142857143,0.5714285714285714,0,0,5,1,no
O,S,1,1,0.8571428571428571,0.42857142857142855,0,0,5,5,no
O,M,1,4,0.8571428571428571,0.5714285714285714,0,0,4,0,yes
Y,M,1,3,1,0.14285714285714285,0,0,1,0,yes
Y,M,1,3,0.7142857142857143,0.2857142857142857,0,0,0,2,yes
J,M,1,16,0.375,0.5,0,0,1,1,no
M,M,13,14,0.75,0.625,0,0,0,1,yes
M,M,11,12,0.5,0.5,0,0,2,6,no
M,M,11,14,0.625,0.625,0,0,2,1,yes
M,M,10,16,0.375,0.375,0,0,1,1,yes
M,M,15,10,0.125,0.375,0,0,2,0,yes
M,M,15,9,0.375,0.375,0,0,2,6,no
M,M,8,13,0.75,0.625,0,0,0,0,no
M,M,12,8,0.5,0.125,0,0,6,8,yes
M,M,9,7,0.5,0.375,0,0,4,3,yes
M,M,6,5,0.75,0.75,0,0,7,14,yes
M,M,6,5,0.25,0.375,0,0,6,4,yes
M,M,7,4,0.375,0.75,0,0,3,0,yes
M,M,2,3,0.375,0.125,0,0,4,2,yes
K,M,1,1,0.25,0.125,0,0,5,3,yes
K,M,1,1,0.5,0.625,0,0,4,4,yes
S,M,1,2,0.625,0.375,0,0,3,0,yes
O,M,1,3,0.875,0.25,0,0,1,1,no
O,O,1,2,0.75,0.625,0,0,12,15,no
Y,S,1,1,0.75,0.5,0,0,5,4,yes
Y,M,1,4,1,0.5,0,0,2,1,yes
M,M,12,13,0.5555555555555556,0.6666666666666666,0,0,0,0,no
M,M,14,11,0.5555555555555556,0.4444444444444444,0,0,4,3,no
M,M,16,10,0.5555555555555556,0.3333333333333333,0,0,3,1,no
M,M,12,9,0.5555555555555556,0.5555555555555556,0,0,4,2,yes
M,M,10,8,0.4444444444444444,0.1111111111111111,0,0,5,2,no
M,M,8,14,0.6666666666666666,0.5555555555555556,0,0,2,1,no
M,M,15,7,0.3333333333333333,0.3333333333333333,0,0,1,1,yes
M,M,15,6,0.2222222222222222,0.3333333333333333,0,0,6,4,no
M,M,6,13,0.7777777777777778,0.7777777777777778,0,0,6,3,no
M,M,5,9,0.3333333333333333,0.4444444444444444,0,0,0,0,yes
M,M,5,11,0.6666666666666666,0.6666666666666666,0,0,10,11,yes
M,M,7,3,0.4444444444444444,0.1111111111111111,0,0,1,1,yes
M,M,4,2,0.4444444444444444,0.3333333333333333,0,0,2,2,no
K,M,1,1,0.5555555555555556,0.1111111111111111,0,0,0,1,no
M,K,2,1,0.4444444444444444,0.3333333333333333,0,0,1,4,no
M,S,1,1,0.5555555555555556,0.4444444444444444,0,0,4,9,no
O,M,1,3,0.6666666666666666,0.3333333333333333,0,0,2,0,yes
O,O,2,1,0.6666666666666666,0.7777777777777778,0,0,27,18,no
Y,S,1,1,1,0.6666666666666666,0,0,20,1,no
Y,M,1,4,0.7777777777777778,0.6666666666666666,0,0,5,0,yes
M,M,15,12,0.4,0.6,0,0,4,4,no
M,M,15,12,0.2,0.5,0,0,0,1,no
M,M,11,13,0.6,0.8,0,0,4,14,yes
M,M,9,14,0.4,0.6,0,0,2,2,no
M,M,16,9,0.5,0.5,0,0,6,1,yes
M,M,8,11,0.2,0.5,0,0,5,1,yes
M,M,7,14,0.5,0.5,0,0,0,0,yes
M,M,7,10,0.3,0.4,0,0,1,0,no
M,M,6,13,0.7,0.7,0,0,0,0,no
M,M,6,10,0.4,0.4,0,0,4,5,yes
M,M,5,1,0.4,0.2,0,0,2,2,no
M,M,5,1,0.7,0.5,0,0,2,4,yes
K,M,1,2,0.4,0.4,0,0,2,4,no
M,K,2,1,0.4,0.5,0,0,4,3,yes
O,M,2,3,0.6,0.3,0,0,1,1,yes
O,M,1,3,0.7,0.1,0,0,0,0,yes
O,M,1,4,0.8,0.6,0,0,2,0,yes
Y,S,1,1,0.8,0.7,0,0,17,7,yes
Y,S,1,1,0.9,0.5,0,0,8,1,yes
M,J,15,2,0.18181818181818182,0.45454545454545453,0,0,0,2,no
M,M,15,14,0.36363636363636365,0.45454545454545453,0,0,3,5,no
M,M,16,14,0.5454545454545454,0.6363636363636364,0,0,2,2,yes
M,M,13,11,0.7272727272727273,0.45454545454545453,0,0,4,2,no
M,M,10,13,0.45454545454545453,0.7272727272727273,0,0,0,0,no
M,M,10,12,0.36363636363636365,0.6363636363636364,0,0,5,1,yes
M,M,12,7,0.5454545454545454,0.2727272727272727,0,0,1,0,yes
M,M,7,11,0.5454545454545454,0.6363636363636364,0,0,5,16,yes
M,M,6,9,0.45454545454545453,0.36363636363636365,0,0,1,0,no
M,M,5,9,0.36363636363636365,0.45454545454545453,0,0,7,2,yes
M,M,8,3,0.2727272727272727,0.09090909090909091,0,0,2,9,no
M,M,6,1,0.6363636363636364,0.45454545454545453,0,0,3,1,no
M,M,1,2,0.2727272727272727,0.45454545454545453,0,0,4,3,yes
K,M,1,4,0.45454545454545453,0.5454545454545454,0,0,1,0,yes
K,M,1,3,0.36363636363636365,0.2727272727272727,0,0,2,1,no
M,S,2,1,0.45454545454545453,0.45454545454545453,0,0,2,3,yes
M,S,5,1,0.7272727272727273,0.6363636363636364,0,0,10,12,no
O,M,1,4,0.7272727272727273,0.45454545454545453,0,0,3,2,yes
Y,O,1,2,0.9090909090909091,0.6363636363636364,0,0,36,3,yes
Y,O,1,1,0.8181818181818182,0.8181818181818182,0,0,27,18,no
M,M,15,10,0.3333333333333333,0.4166666666666667,0,0,1,2,yes
M,M,15,9,0.16666666666666666,0.4166666666666667,0,0,1,2,no
M,M,9,12,0.4166666666666667,0.5833333333333334,0,0,1,0,yes
M,M,8,16,0.25,0.3,0,2,3,2,yes
M,M,7,16,0.5833333333333334,0.5833333333333334,0,0,6,1,no
M,M,14,7,0.5,0.25,0,0,3,1,yes
M,M,6,12,0.5833333333333334,0.5833333333333334,0,0,3,1,yes
M,M,6,14,0.4166666666666667,0.5833333333333334,0,0,1,2,yes
M,M,5,13,0.6666666666666666,0.6666666666666666,0,0,6,7,yes
M,M,5,11,0.4166666666666667,0.5,0,0,2,2,no
M,M,11,4,0.5833333333333334,0.5,0,0,2,2,yes
M,M,10,3,0.4166666666666667,0.16666666666666666,0,0,6,2,no
M,M,1,3,0.3333333333333333,0.3333333333333333,0,0,2,4,no
M,M,2,1,0.5,0.5,0,0,0,5,yes
M,K,4,1,0.4166666666666667,0.3333333333333333,0,0,5,4,no
K,M,1,13,0.5,0.75,0,0,0,0,yes
S,M,1,2,0.4166666666666667,0.4166666666666667,0,0,4,3,yes
O,S,1,1,0.8333333333333334,0.6666666666666666,0,0,13,6,no
Y,O,1,2,0.75,0.5833333333333334,0,0,19,28,no
Y,O,1,1,0.9166666666666666,0.75,0,0,29,2,yes
M,M,16,13,0.6153846153846154,0.6153846153846154,0,0,1,5,no
M,M,12,11,0.5384615384615384,0.5384615384615384,0,0,7,1,no
M,M,12,10,0.5384615384615384,0.38461538461538464,0,0,1,2,no
M,M,15,10,0.15384615384615385,0.38461538461538464,0,0,7,6,yes
M,M,15,9,0.38461538461538464,0.46153846153846156,0,0,1,2,yes
M,M,16,9,0.2727272727272727,0.46153846153846156,2,0,5,1,yes
M,M,8,14,0.3076923076923077,0.5384615384615384,0,0,3,2,yes
M,M,6,14,0.6153846153846154,0.5384615384615384,0,0,0,1,no
M,M,7,3,0.23076923076923078,0.23076923076923078,0,0,1,1,no
M,M,6,3,0.46153846153846156,0.38461538461538464,0,0,1,1,no
M,M,11,2,0.6153846153846154,0.5384615384615384,0,0,3,6,yes
M,M,5,2,0.38461538461538464,0.38461538461538464,0,0,2,4,no
M,M,4,1,0.38461538461538464,0.3076923076923077,0,0,3,1,no
M,K,7,1,0.5384615384615384,0.5384615384615384,0,0,6,7,yes
M,S,4,1,0.46153846153846156,0.46153846153846156,0,0,1,2,yes
S,K,1,1,0.6923076923076923,0.38461538461538464,0,0,1,6,yes
M,O,5,2,0.6923076923076923,0.6153846153846154,0,0,15,25,no
Y,O,1,1,0.9230769230769231,0.7692307692307693,0,0,32,9,yes
Y,O,1,1,0.6923076923076923,0.6923076923076923,0,0,20,10,yes
M,J,15,4,0.42857142857142855,0.5714285714285714,0,0,0,0,yes
M,M,11,12,0.6428571428571429,0.5,0,0,4,0,no
M,M,10,16,0.35714285714285715,0.5714285714285714,0,0,8,4,no
M,M,16,10,0.3333333333333333,0.42857142857142855,2,0,3,1,yes
M,M,13,9,0.6428571428571429,0.42857142857142855,0,0,8,0,yes
M,M,15,7,0.21428571428571427,0.21428571428571427,0,0,5,5,yes
M,M,6,14,0.42857142857142855,0.5,0,0,2,0,no
M,M,5,12,0.35714285714285715,0.5,0,0,0,2,no
M,M,4,14,0.35714285714285715,0.5714285714285714,0,0,2,1,yes
M,M,11,3,0.5714285714285714,0.42857142857142855,0,0,1,0,yes
M,M,9,2,0.42857142857142855,0.42857142857142855,0,0,0,0,yes
M,M,8,1,0.35714285714285715,0.35714285714285715,0,0,5,1,yes
M,M,7,1,0.5714285714285714,0.5,0,0,3,2,no
K,M,1,3,0.35714285714285715,0.2857142857142857,0,0,6,3,no
M,K,6,1,0.5714285714285714,0.5,0,0,13,6,no
S,M,1,4,0.7142857142857143,0.5,0,0,4,1,yes
O,S,2,1,0.6428571428571429,0.42857142857142855,0,0,4,4,yes
O,O,1,1,0.6428571428571429,0.7142857142857143,0,0,9,22,no
Y,Y,1,1,0.7142857142857143,0.9285714285714286,0,0,16,27,no
M,J,16,1,0.5,0.5,0,0,2,0,no
M,M,15,15,0.5,0.5,0,0,0,0,yes
M,M,14,14,0.5,0.5,0,0,2,2,no
M,M,13,13,0.5,0.5,0,0,6,3,no
M,M,12,12,0.5,0.5,0,0,1,0,yes
M,M,11,11,0.5,0.5,0,0,5,1,no
M,M,10,10,0.5,0.5,0,0,1,0,no
M,M,9,9,0.5,0.5,0,0,3,2,yes
M,M,8,8,0.5,0.5,0,0,1,3,no
M,M,7,7,0.5,0.5,0,0,0,0,yes
M,M,6,6,0.5,0.5,0,0,2,5,no
M,M,5,5,0.5,0.5,0,0,2,5,no
M,M,4,4,0.5,0.5,0,0,4,3,yes
M,S,3,1,0.5,0.5,0,0,8,8,no
S,M,1,3,0.5,0.5,0,0,2,6,yes
M,O,2,2,0.5,0.5,0,0,15,15,yes
M,O,2,2,0.5,0.5,0,0,3,13,no
M,O,1,1,0.5,0.5,0,0,15,26,yes
O,M,1,1,0.5,0.5,0,0,8,2,yes
Y,K,1,1,0.5,0.5,0,0,7,1,yes
Y,K,1,1,0.5,0.5,0,0,9,0,yes
M,J,15,1,1,1,0,0,0,1,yes
M,M,16,15,0,0,0,0,0,0,yes
M,M,13,14,0,1,0,0,0,0,yes
M,M,13,14,1,0,0,0,0,3,no
M,M,12,11,1,1,0,0,4,2,no
M,M,11,12,0,0,0,0,3,2,yes
M,M,9,10,0,1,0,0,2,1,no
M,M,9,10,1,0,0,0,7,4,no
M,M,7,8,1,0,0,0,0,1,yes
M,M,8,7,1,0,0,0,0,0,yes
M,M,6,5,0,1,0,0,5,3,yes
M,M,5,6,0,1,0,0,2,3,no
M,M,3,4,0,0,0,0,2,6,no
M,M,3,4,0,1,0,0,5,14,yes
M,S,2,1,1,1,0,0,15,6,no
O,S,1,1,1,1,0,0,13,9,yes
M,O,2,2,0,0,0,0,5,21,no
O,K,2,1,1,0,0,0,7,1,no
O,K,1,1,0,0,0,0,5,2,yes
M,Y,1,1,1,1,0,0,4,30,no
Y,M,1,1,1,0,0,0,6,4,yes
J,M,2,15,0.5,0,0,0,1,0,no
M,M,16,15,0.5,1,0,0,6,5,no
M,M,12,14,0.5,0.5,0,0,2,1,yes
M,M,13,12,0.5,0,0,0,2,2,no
M,M,11,14,0.5,0.5,0,0,3,2,no
M,M,13,10,0.5,1,0,0,0,1,no
M,M,10,11,0.5,1,0,0,2,3,no
M,M,9,8,0.5,0,0,0,0,2,no
M,M,9,8,0,1,0,0,4,7,yes
M,M,6,7,0.5,0,0,0,0,0,yes
M,M,7,6,1,1,0,0,1,1,no
M,M,5,4,0,0.5,0,0,7,1,yes
M,M,4,5,0.5,0.5,0,0,0,2,no
M,M,3,3,0.5,0,0,0,4,1,yes
K,S,1,1,0.5,0.5,0,0,5,3,yes
M,O,1,1,0.5,1,0,0,14,25,yes
O,K,2,1,0.5,0,0,0,2,5,no
O,S,2,1,0.5,1,0,0,14,7,no
M,Y,2,1,0,1,0,0,6,17,no
Y,M,1,1,1,0,0,0,9,1,yes
M,M,16,13,0.3333333333333333,0.3333333333333333,0,0,0,3,yes
