rikishi1_rank_name,rikishi2_rank_name,rikishi1_rank_level,rikishi2_rank_level,rikishi1_win_prc,rikishi2_win_prc,rikishi1_fusen,rikishi2_fusen,rikishi1_hth_wins,rikishi2_hth_wins,y
M,M,6,6,1,1,0,0,2,3,no
M,M,7,5,0,0,0,0,1,1,yes
M,M,4,4,1,0,0,0,8,2,no
M,M,5,3,0.5,0.5,0,0,0,2,yes
S,K,1,1,0.5,0,0,0,3,13,yes
M,O,2,1,0,1,0,0,0,0,yes
O,M,1,1,1,0,0,0,10,9,yes
K,O,1,3,0,1,0,0,1,2,yes
O,M,3,3,0.5,0.5,0,0,2,1,yes
S,O,1,2,0.5,1,0,0,6,5,no
M,O,2,2,0,1,0,0,1,3,no
Y,M,1,1,1,0,0,0,23,4,yes
M,M,16,12,0.66666667,0.33333333,0,0,1,1,yes
M,M,14,12,0,0,0,0,1,1,yes
M,M,15,11,1,0.33333333,0,0,0,0,yes
M,M,15,11,0,0.66666667,0,0,2,1,no
M,M,10,14,0,0.33333333,0,0,0,2,no
M,M,10,13,0.66666667,1,0,0,4,1,no
M,M,13,9,1,1,0,0,0,0,yes
M,M,6,9,0.66666667,0.33333333,0,0,4,3,no
M,M,5,8,0.66666667,1,0,0,2,0,yes
M,M,5,8,0,0.33333333,0,0,0,1,no
M,M,4,7,0.66666667,0.33333333,0,0,6,4,no
M,M,7,4,0.33333333,0.33333333,0,0,3,2,yes
M,M,6,3,1,0.33333333,0,0,5,5,no
K,S,1,1,0.33333333,0.33333333,0,0,1,2,yes
S,O,1,2,0.66666667,1,0,0,6,8,no
M,O,2,1,0,0.66666667,0,0,1,4,no
O,M,1,1,1,0,0,0,20,12,no
K,O,1,3,0,0.66666667,0,0,6,10,yes
M,O,3,3,0.33333333,0.66666667,0,0,0,0,no
O,M,2,1,1,0,0,0,14,6,yes
M,Y,2,1,0.33333333,1,0,0,0,0,no
M,M,14,15,0.25,0,0,0,0,0,yes
M,M,13,16,1,0.75,0,0,1,3,yes
M,M,15,12,1,0.25,0,0,0,0,yes
M,M,11,14,0.75,0.5,0,0,3,5,yes
M,M,13,11,1,0.25,0,0,3,1,yes
M,M,12,9,0,0.5,0,0,0,1,no
M,M,8,10,0.75,0,0,0,1,1,yes
M,M,10,7,0.5,0.5,0,0,1,2,no
M,M,7,9,0.5,0.75,0,0,2,4,no
M,M,5,8,0.75,0.5,0,0,4,6,no
M,M,5,4,0,0.25,0,0,0,2,no
M,M,4,6,0.5,0.75,0,0,5,2,yes
M,M,3,6,0.25,0.5,0,0,0,1,no
S,S,1,1,0.25,0.5,0,0,4,5,no
M,O,2,2,0,1,0,0,2,3,no
O,M,2,1,1,0.25,0,0,14,6,yes
O,M,1,1,0.75,0,0,0,9,10,yes
O,K,1,1,0.75,0.25,0,0,21,7,yes
O,M,3,3,0.5,0.5,0,0,1,1,yes
M,O,2,3,0.25,0.75,0,0,0,0,no
K,Y,1,1,0.5,1,0,0,0,2,no
M,M,14,14,0.4,0.4,0,0,2,1,no
M,M,13,16,1,0.6,0,0,2,0,yes
M,M,13,15,1,0,0,0,4,1,no
M,M,15,11,1,0.8,0,0,0,0,no
M,M,12,10,0,0,0,0,0,4,yes
M,M,10,12,0.4,0.2,0,0,6,1,no
M,M,8,11,0.8,0.2,0,0,2,2,yes
M,M,7,9,0.4,0.6,0,0,3,1,yes
M,M,9,6,0.8,0.6,0,0,5,2,no
M,M,5,7,0.6,0.6,0,0,3,2,yes
M,M,4,8,0.6,0.6,0,0,9,4,yes
M,M,6,4,0.6,0.4,0,0,11,4,yes
M,M,5,1,0,0.2,0,0,0,4,no
K,K,1,1,0.4,0.2,0,0,1,0,yes
S,O,1,3,0.2,0.8,0,0,8,6,no
S,O,1,2,0.6,1,0,0,6,11,no
O,M,2,3,1,0.4,0,0,3,0,yes
M,O,3,1,0.2,0.8,0,0,0,0,no
M,O,2,1,0.2,0.8,0,0,0,0,no
O,M,3,1,0.6,0,0,0,10,3,yes
M,Y,2,1,0,1,0,0,0,5,no
M,M,15,12,0.83333333,0.16666667,0,0,0,0,yes
M,M,12,14,0.33333333,0.5,0,0,1,0,yes
M,M,16,11,0.5,0.16666667,0,0,1,2,yes
M,M,15,10,0.16666667,0,0,0,5,2,no
M,M,14,8,0.33333333,0.83333333,0,0,1,6,no
M,M,13,8,1,0.5,0,0,1,1,yes
M,M,13,7,0.83333333,0.5,0,0,1,0,no
M,M,7,11,0.5,0.83333333,0,0,1,0,yes
M,M,10,6,0.33333333,0.66666667,0,0,1,3,no
M,M,6,9,0.66666667,0.66666667,0,0,7,7,yes
M,M,5,9,0.66666667,0.5,0,0,4,2,yes
M,M,4,5,0.66666667,0,0,0,1,0,yes
M,M,2,4,0,0.33333333,0,0,5,2,no
K,M,1,1,0.5,0.33333333,0,0,2,0,yes
S,O,1,3,0.16666667,0.66666667,0,0,10,11,no
O,M,3,1,0.83333333,0,0,0,18,5,yes
M,O,3,2,0.16666667,1,0,0,0,0,no
M,O,2,2,0.16666667,1,0,0,0,0,no
K,O,1,1,0.16666667,0.83333333,0,0,10,22,no
S,O,1,1,0.5,0.83333333,0,0,2,10,yes
Y,M,1,3,1,0.33333333,0,0,2,0,yes
M,M,13,14,1,0.42857143,0,0,0,2,no
M,M,12,15,0.14285714,0.14285714,0,0,2,6,yes
M,M,16,11,0.57142857,0.71428571,0,0,0,1,yes
M,M,14,10,0.28571429,0.14285714,0,0,0,0,no
M,M,10,13,0.28571429,0.71428571,0,0,2,0,yes
M,M,11,9,0.14285714,0.42857143,0,0,1,4,no
M,M,8,12,0.42857143,0.42857143,0,0,0,0,yes
M,M,15,8,0.85714286,0.85714286,0,0,1,0,no
M,M,7,6,0.57142857,0.71428571,0,0,4,5,yes
M,M,5,9,0.71428571,0.57142857,0,0,1,7,no
M,M,4,7,0.71428571,0.57142857,0,0,1,1,no
M,M,4,6,0.42857143,0.71428571,0,0,2,1,yes
M,M,3,5,0.14285714,0,0,0,0,1,yes
M,M,2,1,0.14285714,0,0,0,1,1,yes
O,M,1,3,0.71428571,0.28571429,0,0,2,1,yes
O,M,3,1,0.71428571,0.28571429,0,0,7,12,yes
M,O,2,3,0,0.85714286,0,0,3,2,yes
K,O,1,2,0.14285714,1,0,0,7,25,no
K,O,1,2,0.57142857,1,0,0,0,2,yes
S,O,1,1,0.57142857,0.85714286,0,0,10,7,no
S,Y,1,1,0.14285714,1,0,0,0,13,no
M,M,16,14,0.625,0.5,0,0,0,2,yes
M,M,13,12,0.625,0.375,0,0,2,1,yes
M,M,11,11,0.125,0.625,0,0,3,6,no
M,M,10,15,0.375,0.125,0,0,4,1,yes
M,M,15,9,0.75,0.625,0,0,0,0,no
M,M,14,9,0.25,0.5,0,0,2,3,yes
M,M,8,13,0.875,0.875,0,0,1,4,yes
M,M,8,12,0.5,0.25,0,0,0,1,yes
M,M,7,10,0.625,0.25,0,0,1,1,yes
M,M,5,6,0.625,0.625,0,0,3,0,yes
M,M,7,4,0.625,0.5,0,0,5,5,no
M,M,4,6,0.625,0.625,0,0,4,5,yes
M,M,5,2,0,0.125,0,0,2,0,yes
M,M,3,1,0.25,0.25,0,0,1,0,yes
M,K,2,1,0.25,0.625,0,0,1,3,yes
S,M,1,1,0.125,0,0,0,3,11,yes
O,M,1,3,0.875,0.25,0,0,2,0,yes
O,O,1,3,0.75,0.75,0,0,17,7,yes
O,K,3,1,0.75,0.125,0,0,14,12,no
O,O,2,2,0.875,1,0,0,12,13,no
S,Y,1,1,0.5,1,0,0,1,13,no
M,M,12,12,0.33333333,0.22222222,0,0,4,1,no
M,M,11,15,0.11111111,0.11111111,0,0,2,2,yes
M,M,10,14,0.44444444,0.33333333,0,0,1,3,no
M,M,16,9,0.66666667,0.66666667,0,0,0,0,no
M,M,8,14,0.55555556,0.44444444,0,0,10,5,no
M,M,13,7,0.66666667,0.66666667,0,0,1,0,no
M,M,15,7,0.66666667,0.55555556,0,0,0,0,no
M,M,6,11,0.55555556,0.66666667,0,0,6,1,yes
M,M,8,6,0.88888889,0.55555556,0,0,1,1,yes
M,M,5,13,0.66666667,0.77777778,0,0,2,0,yes
M,M,5,10,0.11111111,0.22222222,0,0,1,0,yes
M,M,4,9,0.55555556,0.44444444,0,0,8,8,no
M,M,2,3,0.33333333,0.33333333,0,0,3,3,yes
M,M,2,3,0.11111111,0.22222222,0,0,4,6,no
K,M,1,4,0.55555556,0.66666667,0,0,2,0,yes
K,M,1,1,0.22222222,0,0,0,5,7,yes
S,M,1,1,0.44444444,0.22222222,0,0,7,8,yes
S,O,1,1,0.22222222,0.77777778,0,0,6,9,no
O,O,2,3,0.77777778,0.66666667,0,0,9,13,no
O,O,1,2,0.88888889,1,0,0,27,14,no
O,Y,3,1,0.66666667,1,0,0,2,22,no
M,M,11,12,0.2,0.3,0,0,1,1,no
M,M,10,16,0.4,0.6,0,0,1,1,yes
M,M,12,10,0.3,0.2,0,0,3,1,yes
M,M,13,8,0.6,0.5,0,0,0,0,yes
M,M,7,14,0.6,0.5,0,0,5,5,no
M,M,7,13,0.7,0.7,0,0,4,0,no
M,M,6,15,0.5,0.1,0,0,5,1,yes
M,M,14,6,0.4,0.6,0,0,0,3,no
M,M,15,5,0.6,0.7,0,0,0,0,no
M,M,4,11,0.5,0.6,0,0,3,4,no
M,M,4,9,0.6,0.7,0,0,4,6,yes
M,M,3,9,0.3,0.5,0,0,1,1,yes
M,M,2,3,0.4,0.3,0,0,1,1,yes
M,M,5,1,0.2,0,0,0,0,0,yes
M,K,2,1,0.1,0.3,0,0,1,7,yes
S,M,1,1,0.2,0.2,0,0,10,5,yes
M,S,8,1,0.9,0.5,0,0,0,2,no
K,O,1,1,0.6,0.8,0,0,1,1,no
O,O,1,2,0.8,1,0,0,14,24,no
O,O,2,3,0.7,0.6,0,0,15,9,yes
O,Y,3,1,0.7,1,0,0,8,30,no
J,M,3,15,0.36363636,0.09090909,0,0,2,2,yes
M,J,14,1,0.36363636,0.54545455,0,0,1,1,no
M,M,16,12,0.54545455,0.36363636,0,0,3,2,no
M,M,10,14,0.45454545,0.54545455,0,0,2,0,no
M,M,12,9,0.36363636,0.63636364,0,0,2,0,no
M,M,15,8,0.54545455,0.45454545,0,0,1,0,no
M,M,8,7,0.81818182,0.63636364,0,0,2,2,no
M,M,13,7,0.72727273,0.54545455,0,0,1,3,no
M,M,13,6,0.63636364,0.63636364,0,0,0,0,yes
M,M,6,10,0.54545455,0.18181818,0,0,1,6,yes
M,M,5,11,0.72727273,0.63636364,0,0,4,1,yes
M,M,5,11,0.27272727,0.18181818,0,0,1,0,yes
M,M,4,9,0.63636364,0.45454545,0,0,4,5,no
M,M,3,3,0.36363636,0.27272727,0,0,1,2,yes
M,M,2,4,0.45454545,0.45454545,0,0,2,0,no
K,M,1,1,0.27272727,0.18181818,0,0,17,13,no
S,M,1,1,0.54545455,0,0,0,9,5,yes
S,M,1,2,0.27272727,0.18181818,0,0,2,1,no
K,O,1,3,0.54545455,0.63636364,0,0,0,2,no
O,O,2,1,0.72727273,0.72727273,0,0,19,4,no
O,O,3,2,0.54545455,1,0,0,8,15,no
O,Y,1,1,0.81818182,1,0,0,3,30,no
M,M,13,11,0.66666667,0.58333333,0,0,1,2,yes
M,M,14,11,0.33333333,0.16666667,0,0,0,1,no
M,M,10,12,0.41666667,0.41666667,0,0,1,1,yes
M,M,13,10,0.66666667,0.16666667,0,0,3,3,yes
M,M,12,9,0.33333333,0.5,0,0,0,3,no
M,M,8,9,0.5,0.66666667,0,0,2,5,yes
M,M,16,7,0.5,0.58333333,0,0,0,0,no
M,M,7,14,0.66666667,0.58333333,0,0,2,1,yes
M,M,15,6,0.5,0.58333333,0,0,0,0,yes
M,M,5,15,0.33333333,0.08333333,0,0,3,0,yes
M,M,4,3,0.5,0.25,0,0,4,0,yes
M,M,3,2,0.41666667,0.25,0,0,3,0,yes
M,M,2,6,0.41666667,0.58333333,0,0,0,1,yes
M,M,1,1,0.25,0,0,0,11,7,yes
K,M,1,5,0.5,0.75,0,0,0,1,yes
S,K,1,1,0.25,0.25,0,0,2,4,no
M,S,4,1,0.58333333,0.58333333,0,0,2,3,yes
O,O,3,3,0.66666667,0.5,0,0,10,13,no
M,O,8,2,0.75,1,0,0,0,1,no
O,O,1,1,0.75,0.75,0,0,14,25,yes
O,Y,2,1,0.66666667,1,0,0,3,22,no
J,M,4,15,0.46153846,0.07692308,0,0,2,0,yes
J,M,2,12,0.53846154,0.38461538,0,0,3,1,yes
M,M,10,11,0.46153846,0.53846154,0,0,0,2,no
M,M,9,10,0.53846154,0.15384615,0,0,1,0,yes
M,M,14,8,0.30769231,0.53846154,0,0,3,1,yes
M,M,15,7,0.53846154,0.69230769,0,0,0,0,no
M,M,7,9,0.61538462,0.61538462,0,0,6,5,no
M,M,6,14,0.53846154,0.53846154,0,0,2,6,no
M,M,5,13,0.69230769,0.69230769,0,0,0,0,no
M,M,16,5,0.46153846,0.38461538,0,0,2,2,no
M,M,8,4,0.69230769,0.61538462,0,0,0,3,yes
M,M,13,4,0.69230769,0.53846154,0,0,0,1,yes
M,M,11,3,0.23076923,0.23076923,0,0,5,3,yes
M,M,12,1,0.30769231,0,0,0,0,1,no
M,M,2,1,0.23076923,0.30769231,0,0,3,0,no
K,M,1,6,0.53846154,0.53846154,0,0,1,0,no
M,K,2,1,0.46153846,0.30769231,0,0,0,0,yes
M,S,3,1,0.46153846,0.23076923,0,0,1,1,yes
O,O,3,2,0.61538462,1,0,0,17,17,no
O,O,2,1,0.61538462,0.69230769,0,0,14,11,no
O,Y,1,1,0.76923077,1,0,0,8,26,no
J,M,4,16,0.71428571,0.42857143,0,0,0,3,no
M,M,15,9,0.5,0.57142857,0,0,0,0,yes
M,M,8,12,0.71428571,0.35714286,0,0,0,4,yes
M,M,8,11,0.5,0.57142857,0,0,2,5,no
M,M,7,7,0.71428571,0.57142857,0,0,1,1,no
M,M,13,6,0.71428571,0.5,0,0,0,1,yes
M,M,6,14,0.57142857,0.57142857,0,0,3,8,yes
M,M,4,13,0.57142857,0.71428571,0,0,2,0,yes
M,M,10,3,0.42857143,0.5,0,0,0,2,no
M,M,12,3,0.28571429,0.21428571,0,0,0,5,yes
M,M,14,2,0.35714286,0.21428571,0,0,2,3,no
M,M,2,9,0.5,0.64285714,0,0,2,0,yes
M,M,11,1,0.28571429,0.35714286,0,0,1,1,no
M,M,15,1,0.07142857,0.07142857,0,0,0,1,no
K,M,1,10,0.28571429,0.14285714,0,0,3,0,yes
K,M,1,4,0.5,0.5,0,0,2,0,yes
M,S,5,1,0.42857143,0.21428571,0,0,1,2,no
M,O,5,2,0.64285714,0.57142857,0,0,2,6,no
O,O,1,3,0.71428571,0.57142857,0,0,12,9,no
O,O,3,1,0.57142857,0.71428571,0,0,25,15,yes
Y,O,1,2,1,1,0,0,24,12,no
M,M,15,16,0.5,0.5,0,0,4,2,yes
M,M,14,15,0.5,0.5,0,0,2,2,no
M,M,13,14,0.5,0.5,0,0,1,1,no
M,M,12,13,0.5,0.5,0,0,2,2,no
M,M,12,11,0.5,0.5,0,0,1,0,no
M,M,10,11,0.5,0.5,0,0,2,1,no
M,M,9,10,0.5,0.5,0,0,0,2,yes
M,M,8,9,0.5,0.5,0,0,2,5,yes
M,M,8,7,0.5,0.5,0,0,1,4,yes
M,M,6,7,0.5,0.5,0,0,0,0,yes
M,M,6,5,0.5,0.5,0,0,12,11,no
M,M,5,4,0.5,0.5,0,0,11,4,yes
M,M,3,4,0.5,0.5,0,0,17,14,yes
S,M,1,3,0.5,0.5,0,0,6,5,no
M,O,2,3,0.5,0.5,0,0,0,3,no
M,O,2,3,0.5,0.5,0,0,1,9,no
M,O,1,2,0.5,0.5,0,0,0,0,yes
M,O,1,2,0.5,0.5,0,0,0,1,no
S,O,1,1,0.5,0.5,0,0,1,2,no
K,O,1,1,0.5,0.5,0,0,0,1,no
K,Y,1,1,0.5,0.5,0,0,0,12,no
M,M,15,16,1,0,0,0,2,2,no
M,M,14,15,1,1,0,0,0,0,no
M,M,13,14,0,0,0,0,2,1,no
M,M,12,13,0,1,0,0,0,0,yes
M,M,12,11,0,1,0,0,2,1,no
M,M,10,11,0,1,0,0,5,6,no
M,M,9,10,1,0,0,0,1,3,yes
M,M,8,9,1,0,0,0,2,2,yes
M,M,8,7,1,0,0,0,2,2,yes
M,M,6,7,0,0,0,0,10,16,no
M,M,6,5,1,1,0,0,0,0,yes
M,M,5,4,1,0,0,0,11,5,no
M,M,4,3,0,1,0,0,1,4,yes
S,M,1,3,0,1,0,0,1,1,yes
M,O,2,1,0,1,0,0,2,8,no
S,O,1,3,0,1,0,0,4,10,no
M,O,2,3,0,1,0,0,0,3,no
K,O,1,2,0,0,0,0,0,1,no
K,O,1,2,0,1,0,0,4,9,no
M,O,1,1,1,1,0,0,0,0,no
M,Y,1,1,0,1,0,0,0,0,no
M,M,14,16,0.5,0.5,0,0,1,2,yes
M,M,15,13,0.5,0.5,0,0,1,2,no
M,M,12,15,0,1,0,0,6,2,yes
M,M,12,14,0.5,0.5,0,0,2,1,no
M,M,13,11,0,1,0,0,0,0,yes
M,M,9,11,0,1,0,0,4,1,no
M,M,8,10,1,0,0,0,4,7,yes
M,M,8,10,1,0,0,0,2,1,no
M,M,9,7,1,0,0,0,2,2,yes
M,M,5,7,0.5,0.5,0,0,4,6,no
M,M,6,4,1,0.5,0,0,1,1,no
M,M,6,4,0,0.5,0,0,6,11,no
M,M,5,3,0.5,0.5,0,0,13,5,yes
K,S,1,1,0,0.5,0,0,2,3,no
M,O,2,1,0,1,0,0,3,7,no
M,O,1,1,0,1,0,0,0,1,no
K,O,1,3,0,1,0,0,1,8,no
S,O,1,3,0,1,0,0,5,11,yes
M,O,2,2,0,0.5,0,0,1,3,yes
M,O,3,2,0.5,1,0,0,3,13,yes
M,Y,1,1,0.5,1,0,0,0,0,no
M,M,14,16,0.66666667,0.33333333,0,0,0,1,yes
M,M,13,13,0.33333333,0.66666667,0,0,2,2,no
M,M,12,15,0.33333333,0.66666667,0,0,1,0,yes
M,M,12,15,0.33333333,0.33333333,0,0,6,1,no
M,M,14,11,0.66666667,1,0,0,0,3,no
M,M,8,11,0.66666667,0.66666667,0,0,0,3,no
M,M,8,10,1,0.33333333,0,0,3,0,yes
M,M,9,7,1,0.66666667,0,0,3,2,yes
M,M,7,10,0,0,0,0,5,6,yes
M,M,6,9,0,0,0,0,3,4,yes
M,M,6,4,0.66666667,0.66666667,0,0,0,0,no
M,M,4,5,0.66666667,0.66666667,0,0,5,6,no
M,M,5,3,0.33333333,0.33333333,0,0,2,5,yes
K,S,1,1,0,0.33333333,0,0,0,1,no
K,O,1,1,0,1,0,0,3,7,no
M,O,1,1,0.33333333,1,0,0,0,2,no
M,O,3,3,0.66666667,1,0,0,8,10,yes
M,O,1,3,0,0.66666667,0,0,0,1,yes
M,Y,2,1,0,1,0,0,0,10,no
M,M,14,14,0.75,0.5,0,0,1,0,yes
M,M,13,15,0.25,0.5,0,0,1,4,no
M,M,15,13,0.5,0.75,0,0,1,3,no
M,M,16,11,0.25,1,0,0,0,2,no
M,M,12,10,0.25,0,0,0,0,2,no
M,M,12,10,0.5,0.25,0,0,1,1,no
M,M,8,9,0.5,1,0,0,2,1,no
M,M,7,11,0.25,0.75,0,0,2,7,yes
M,M,7,9,0.5,0,0,0,3,2,no
M,M,6,8,0.5,1,0,0,0,0,no
M,M,5,6,0.5,0.25,0,0,11,5,yes
M,M,4,4,0.5,0.75,0,0,1,2,no
M,M,3,5,0.75,0.75,0,0,12,4,yes
M,S,1,1,0.25,0.5,0,0,0,3,yes
S,M,1,1,0.75,0.25,0,0,5,2,yes
M,O,2,1,0.5,1,0,0,0,4,no
K,O,1,1,0,1,0,0,4,9,no
M,O,2,3,0,0.75,0,0,1,9,no
O,M,3,3,0.5,0.25,0,0,14,13,no
K,Y,1,1,0,1,0,0,0,1,no
J,M,2,16,0.8,0.2,0,0,1,2,no
J,M,1,15,0.6,0.6,0,0,0,3,yes
M,M,14,15,0.4,0.4,0,0,1,1,yes
M,M,12,13,0.4,0.2,0,0,0,0,yes
M,M,14,11,0.8,0.6,0,0,0,1,yes
M,M,12,10,0.2,0.4,0,0,1,0,no
M,M,10,9,0.2,0.2,0,0,2,5,yes
M,M,9,13,1,0.8,0,0,2,0,yes
M,M,8,11,1,1,0,0,2,3,no
M,M,8,7,0.4,0.4,0,0,0,1,no
M,M,6,7,0.2,0.4,0,0,5,3,yes
M,M,6,5,0.4,0.6,0,0,0,0,no
M,M,5,4,0.6,0.8,0,0,10,8,no
M,M,1,4,0.2,0.4,0,0,2,1,yes
S,M,1,2,0.8,0,0,0,1,1,yes
K,S,1,1,0,0.4,0,0,3,3,no
O,M,1,3,1,0.4,0,0,22,7,yes
M,O,3,1,0.8,1,0,0,3,11,no
K,O,1,3,0,0.8,0,0,0,1,no
M,Y,2,1,0.4,1,0,0,0,3,no
M,J,13,1,0.16666667,0.5,0,0,2,4,yes
M,M,16,13,0.33333333,0.66666667,0,0,2,2,yes
M,M,12,15,0.5,0.5,0,0,1,0,yes
M,M,14,10,0.5,0.33333333,0,0,4,4,yes
M,M,14,9,0.83333333,1,0,0,2,3,no
M,M,15,9,0.33333333,0.16666667,0,0,2,0,no
M,M,8,11,0.83333333,0.5,0,0,2,2,yes
M,M,8,11,0.33333333,1,0,0,0,2,no
M,M,10,7,0.5,0.33333333,0,0,3,1,yes
M,M,12,6,0.16666667,0.33333333,0,0,3,0,no
M,M,5,5,0.66666667,0.5,0,0,7,8,yes
M,M,4,6,0.33333333,0.33333333,0,0,6,6,yes
M,M,7,4,0.5,0.83333333,0,0,11,12,no
K,M,1,3,0,0.33333333,0,0,3,5,yes
M,S,2,1,0,0.5,0,0,4,2,no
S,M,1,1,0.83333333,0.5,0,0,1,0,yes
M,O,1,3,0.33333333,0.83333333,0,0,0,0,no
K,O,1,1,0,1,0,0,0,1,no
M,O,2,1,0.33333333,1,0,0,1,2,no
M,Y,3,1,0.66666667,1,0,0,0,13,no
J,M,3,15,0.71428571,0.42857143,0,0,1,1,yes
M,M,13,15,0.28571429,0.28571429,0,0,3,3,no
M,M,13,11,0.57142857,1,0,0,8,12,no
M,M,14,11,0.57142857,0.42857143,0,0,0,7,no
M,M,14,10,0.71428571,0.57142857,0,0,0,0,yes
M,M,16,10,0.42857143,0.28571429,0,0,0,1,no
M,M,12,9,0.14285714,0.28571429,0,0,0,3,yes
M,M,12,9,0.57142857,1,0,0,0,0,no
M,M,8,8,0.28571429,0.85714286,0,0,2,3,no
M,M,6,6,0.42857143,0.28571429,0,0,1,0,yes
M,M,5,7,0.42857143,0.28571429,0,0,3,1,yes
M,M,4,7,0.42857143,0.42857143,0,0,3,10,yes
M,M,5,3,0.71428571,0.57142857,0,0,11,3,yes
K,M,1,1,0,0.42857143,0,0,2,1,yes
M,K,2,1,0,0.14285714,0,0,5,6,no
M,S,2,1,0.28571429,0.57142857,0,0,2,1,no
S,O,1,1,0.85714286,1,0,0,1,2,no
O,M,3,4,0.85714286,0.85714286,0,0,8,12,yes
M,O,1,1,0.28571429,1,0,0,0,0,no
M,Y,3,1,0.28571429,1,0,0,3,21,no
J,M,3,15,0.75,0.375,0,0,0,0,yes
M,M,14,15,0.75,0.375,0,0,2,0,no
M,M,12,13,0.25,0.25,0,0,2,0,yes
M,M,12,16,0.5,0.375,0,0,1,0,yes
M,M,14,10,0.5,0.5,0,0,3,5,no
M,M,9,8,1,0.875,0,0,3,0,no
M,M,8,13,0.25,0.5,0,0,5,1,yes
M,M,7,11,0.375,0.5,0,0,13,18,yes
M,M,6,10,0.25,0.375,0,0,1,5,yes
M,M,5,9,0.5,0.25,0,0,3,5,yes
M,M,5,11,0.75,1,0,0,4,11,no
M,M,4,7,0.5,0.25,0,0,5,2,yes
M,M,6,2,0.5,0.25,0,0,1,1,no
M,K,1,1,0.375,0.25,0,0,1,3,yes
K,M,1,2,0.125,0,0,0,0,1,no
M,S,1,1,0.25,0.625,0,0,0,1,no
M,O,3,1,0.5,1,0,0,5,7,yes
M,O,3,1,0.25,1,0,0,7,26,no
S,O,1,3,0.75,0.875,0,0,2,2,yes
Y,M,1,4,1,0.75,0,0,24,4,yes
J,M,1,15,0.66666667,0.33333333,0,0,2,1,yes
M,M,12,14,0.33333333,0.44444444,0,0,3,1,no
M,M,10,11,0.33333333,0.44444444,0,0,2,0,yes
M,M,15,9,0.44444444,0.22222222,0,0,0,2,no
M,M,8,16,0.33333333,0.33333333,0,0,4,0,yes
M,M,13,7,0.44444444,0.44444444,0,0,8,15,yes
M,M,13,7,0.22222222,0.22222222,0,0,0,2,no
M,M,6,14,0.44444444,0.66666667,0,0,2,0,yes
M,M,12,5,0.55555556,0.55555556,0,0,0,0,no
M,M,8,4,0.88888889,0.66666667,0,0,3,1,no
M,M,3,10,0.55555556,0.55555556,0,0,8,4,yes
M,M,2,6,0.11111111,0.33333333,0,0,1,8,no
M,M,2,3,0.33333333,0.22222222,0,0,0,2,no
M,M,1,4,0.44444444,0.55555556,0,0,5,1,yes
K,M,1,1,0.11111111,0.22222222,0,0,4,3,yes
S,K,1,1,0.77777778,0.22222222,0,0,3,0,no
O,M,3,11,0.77777778,1,0,0,11,3,yes
S,O,1,1,0.66666667,0.88888889,0,0,3,10,no
M,O,9,1,0.88888889,1,0,0,0,2,no
M,Y,5,1,0.66666667,1,0,0,0,14,yes
M,J,14,1,0.5,0.5,0,0,3,3,no
M,M,12,16,0.3,0.3,0,0,2,1,no
M,M,15,11,0.3,0.4,0,0,2,0,no
M,M,13,10,0.5,0.4,0,0,2,0,no
M,M,13,9,0.2,0.3,0,0,1,0,yes
M,M,15,7,0.4,0.3,0,0,0,3,no
M,M,10,7,0.5,0.4,0,0,3,5,yes
M,M,12,6,0.5,0.5,0,0,1,0,no
M,M,8,6,0.4,0.4,0,0,2,1,no
M,M,14,5,0.6,0.6,0,0,0,0,no
M,M,9,4,0.8,0.5,0,0,3,3,yes
M,M,3,11,0.6,0.9,0,0,3,5,no
M,M,2,3,0.1,0.3,0,0,2,5,yes
M,K,1,1,0.2,0.3,0,0,2,3,yes
K,M,1,2,0.2,0.3,0,0,0,1,yes
S,M,1,5,0.7,0.7,0,0,2,2,yes
M,O,8,1,0.8,1,0,0,2,4,no
M,O,1,3,0.5,0.8,0,0,0,1,no
O,M,1,4,0.9,0.7,0,0,20,13,no
S,Y,1,1,0.6,0.9,0,0,1,14,no
M,M,15,15,0.36363636,0.27272727,0,0,5,4,yes
M,J,13,2,0.27272727,0.72727273,0,0,0,1,yes
M,M,10,16,0.54545455,0.36363636,0,0,1,1,no
M,M,12,10,0.45454545,0.45454545,0,0,1,0,no
M,M,9,11,0.81818182,0.90909091,0,0,1,0,yes
M,M,8,14,0.36363636,0.45454545,0,0,3,3,yes
M,M,14,8,0.54545455,0.72727273,0,0,0,0,yes
M,M,12,7,0.27272727,0.36363636,0,0,0,3,no
M,M,7,9,0.36363636,0.27272727,0,0,3,3,yes
M,M,6,11,0.45454545,0.45454545,0,0,8,9,no
M,M,6,13,0.54545455,0.45454545,0,0,0,1,no
M,M,3,4,0.54545455,0.72727273,0,0,6,5,yes
M,M,2,1,0.18181818,0.27272727,0,0,1,2,no
M,M,1,5,0.45454545,0.63636364,0,0,0,1,yes
K,M,1,3,0.27272727,0.27272727,0,0,1,0,no
K,M,1,2,0.27272727,0.27272727,0,0,1,2,yes
M,O,4,1,0.45454545,0.81818182,0,0,0,1,no
S,O,1,1,0.54545455,1,0,0,6,12,no
M,O,5,3,0.63636364,0.81818182,0,0,10,12,no
S,Y,1,1,0.72727273,0.90909091,0,0,0,3,no
J,M,3,16,0.75,0.41666667,0,0,2,1,no
M,M,12,12,0.41666667,0.25,0,0,0,1,no
