rikishi1_rank_name,rikishi1_rank_level,rikishi1_hth_wins,rikishi2_rank_name,rikishi2_rank_level,rikishi2_hth_wins,y
M,1,1,M,1,2,yes
K,1,1,M,3,9,yes
K,1,10,M,4,8,yes
S,1,0,M,2,1,yes
S,1,1,O,2,10,no
M,3,0,O,1,4,yes
Y,1,31,Y,2,18,yes
O,1,26,Y,1,13,yes
M,16,2,M,13,0,yes
M,14,2,M,12,3,yes
M,14,4,M,12,5,yes
M,10,0,M,11,0,yes
M,11,5,M,9,1,no
M,6,1,M,15,0,yes
M,5,7,M,15,5,yes
M,7,2,M,3,2,no
M,3,3,M,13,4,yes
M,2,0,M,10,1,no
M,2,0,M,9,1,yes
M,1,7,M,7,5,yes
M,1,4,M,8,2,no
M,8,7,K,1,5,yes
M,4,3,K,1,3,no
S,1,0,M,4,0,no
S,1,4,M,6,3,no
O,2,17,O,1,13,yes
O,1,21,Y,2,30,no
Y,1,4,Y,1,36,no
M,16,1,M,16,1,no
M,15,4,M,15,5,no
M,14,4,M,14,0,yes
M,13,0,M,13,2,no
M,12,3,M,12,2,no
M,11,0,M,11,1,yes
M,10,2,M,10,2,no
M,9,4,M,9,3,yes
M,8,4,M,8,2,no
M,7,5,M,7,3,no
M,6,4,M,6,6,no
M,5,2,M,5,2,no
M,4,8,M,4,3,yes
M,3,4,S,1,4,yes
S,1,2,M,3,3,yes
M,2,2,O,2,4,no
M,2,0,O,1,0,no
M,1,10,O,1,18,yes
K,1,1,Y,1,3,no
K,1,1,Y,1,10,no
J,1,1,M,16,1,no
M,16,1,M,15,3,yes
M,15,0,M,14,2,no
M,13,1,M,14,5,no
M,11,0,M,13,4,no
M,12,3,M,11,0,yes
M,10,5,M,12,2,no
M,9,4,M,10,8,no
M,9,1,M,8,1,yes
M,7,3,M,8,0,yes
M,7,1,M,6,1,yes
M,5,19,M,6,18,no
M,5,0,M,4,2,yes
M,1,1,M,4,3,no
S,1,2,M,3,0,yes
M,2,3,S,1,5,yes
K,1,2,O,1,10,yes
M,3,8,O,2,4,no
K,1,1,O,1,5,no
M,2,0,Y,1,0,no
M,1,8,Y,1,15,no
J,2,0,M,16,1,no
M,15,0,M,16,0,yes
M,15,4,M,13,5,yes
M,13,4,M,14,1,no
M,12,4,M,14,1,yes
M,12,2,M,10,1,no
M,9,5,M,11,2,yes
M,11,5,M,9,0,no
M,10,2,M,8,2,yes
M,7,1,M,8,1,yes
M,5,2,M,7,0,yes
M,4,7,M,6,8,no
M,6,3,M,4,5,yes
M,3,5,M,5,5,no
K,1,6,M,3,2,yes
S,1,1,K,1,1,yes
M,2,1,O,1,5,no
M,2,0,O,1,0,no
O,2,10,S,1,3,yes
M,1,0,Y,1,2,yes
M,1,1,Y,1,26,no
J,1,2,M,15,1,no
M,14,1,M,16,3,yes
M,16,2,M,13,4,no
M,12,3,M,15,3,yes
M,12,1,M,14,2,yes
M,13,4,M,11,3,yes
M,11,2,M,10,1,yes
M,10,1,M,9,2,no
M,9,2,M,7,2,no
M,8,6,M,6,15,no
M,6,6,M,8,7,yes
M,7,1,M,5,1,no
M,4,4,M,3,3,yes
M,5,1,M,3,1,yes
S,1,0,M,4,3,yes
M,1,11,O,2,13,no
K,1,4,O,1,5,no
M,2,1,O,1,4,no
M,1,0,Y,1,3,no
M,2,0,Y,1,0,no
M,16,2,M,15,1,no
M,14,1,M,16,3,yes
M,12,1,M,15,1,no
M,14,1,M,11,7,no
M,11,2,M,13,0,yes
M,13,5,M,10,3,yes
M,9,5,M,12,2,no
M,10,3,M,8,3,yes
M,7,1,M,9,2,yes
M,5,1,M,8,1,yes
M,7,0,M,5,1,no
M,6,5,M,4,5,no
M,4,14,M,6,12,no
M,3,4,K,1,5,no
S,1,1,M,2,0,yes
M,1,2,O,1,1,yes
O,2,3,K,1,1,no
M,1,15,O,1,10,yes
M,3,3,Y,1,8,no
M,2,0,Y,1,6,no
M,16,1,M,14,2,no
M,13,5,M,15,5,no
M,13,2,M,16,0,yes
M,12,2,M,15,0,no
M,11,0,M,14,1,yes
M,12,3,M,11,1,no
M,9,1,M,10,4,yes
M,8,5,M,10,10,no
M,7,1,M,9,0,yes
M,7,2,M,8,2,yes
M,4,4,M,5,7,no
M,2,0,M,6,1,no
K,1,4,M,2,2,yes
S,1,2,M,1,0,yes
M,1,1,O,1,1,yes
K,1,0,O,1,5,no
O,2,13,M,4,7,no
M,3,1,Y,1,9,no
M,3,3,Y,1,6,no
J,2,0,M,15,1,no
M,13,7,M,14,1,no
M,13,3,M,16,0,yes
M,16,3,M,11,3,yes
M,11,1,M,14,2,yes
M,15,5,M,10,4,yes
M,9,3,M,12,2,no
M,12,1,M,8,0,no
M,7,4,M,10,5,yes
M,8,4,M,6,7,no
M,9,5,M,5,12,no
M,2,4,M,6,8,yes
M,7,0,M,2,3,no
K,1,8,M,1,5,no
S,1,0,M,4,0,yes
M,1,2,O,2,1,no
M,3,2,O,1,8,no
M,3,4,O,1,6,no
M,4,4,Y,1,21,no
K,1,0,Y,1,4,no
M,15,4,M,14,7,yes
J,3,2,M,14,2,no
M,15,1,M,13,3,no
M,10,2,M,16,1,yes
M,16,2,M,10,2,yes
M,11,3,M,9,0,yes
M,8,2,M,13,1,no
M,7,1,M,12,5,no
M,7,1,M,11,3,no
M,9,3,M,6,8,yes
M,6,3,M,3,5,yes
M,2,4,M,2,3,yes
M,1,2,M,1,1,no
K,1,1,K,1,2,no
S,1,1,O,1,2,no
M,3,1,O,2,11,yes
M,4,14,O,1,12,no
M,5,3,Y,1,28,no
M,4,4,Y,1,14,yes
M,16,2,J,3,2,no
M,16,3,M,14,3,no
M,12,2,M,14,3,yes
M,12,4,M,13,1,yes
M,11,1,M,15,3,yes
M,10,5,M,15,2,no
M,9,8,M,11,8,no
M,8,3,M,13,1,no
M,7,1,M,10,0,no
M,9,1,M,6,1,no
M,7,0,M,4,2,yes
M,2,0,M,8,6,yes
M,3,2,M,2,0,yes
M,1,0,M,6,0,yes
M,1,5,K,1,2,yes
S,1,2,K,1,2,yes
M,4,5,O,1,19,no
O,2,18,O,1,13,yes
M,5,9,Y,1,34,yes
M,3,0,Y,1,10,no
M,16,3,J,1,2,yes
M,13,2,M,14,1,yes
M,12,1,M,15,2,yes
M,12,3,M,13,0,no
M,15,11,M,10,2,yes
M,9,6,M,14,0,no
M,9,1,M,16,0,no
M,8,5,M,11,4,no
M,11,2,M,7,0,yes
M,7,0,M,6,1,yes
M,10,0,M,5,0,yes
M,3,4,M,8,4,yes
M,3,1,M,2,0,no
M,2,2,M,1,3,yes
M,1,0,K,1,0,yes
K,1,4,M,4,4,yes
S,1,2,O,1,1,yes
O,2,11,O,1,17,no
M,4,1,Y,1,20,no
M,6,0,Y,1,10,no
J,1,1,M,16,1,no
M,15,10,M,11,9,no
M,11,1,M,15,2,no
M,12,1,M,10,0,no
M,10,4,M,14,6,yes
M,9,2,M,16,2,no
M,9,3,M,13,0,no
M,8,3,M,14,4,no
M,7,8,M,12,3,yes
M,7,0,M,13,1,no
M,3,5,M,8,2,yes
M,2,0,M,4,1,yes
M,1,2,M,2,0,yes
M,3,3,K,1,3,no
S,1,4,M,6,1,no
O,1,30,M,5,8,yes
M,4,4,O,1,14,no
K,1,4,Y,1,7,no
O,2,5,Y,1,25,no
M,15,2,M,13,5,yes
M,11,2,M,12,3,no
M,13,3,M,11,1,yes
M,10,1,M,15,1,yes
M,14,3,M,10,5,no
M,9,0,M,14,0,no
M,8,0,M,16,2,no
M,16,3,M,8,0,yes
M,12,3,M,7,5,yes
M,9,3,M,4,5,yes
M,3,9,M,2,1,no
M,3,2,M,1,13,no
M,1,0,M,7,0,yes
K,1,0,M,2,4,no
K,1,3,M,6,4,yes
S,1,1,M,5,3,yes
M,4,3,O,1,11,yes
O,1,4,Y,1,42,no
O,2,8,Y,1,23,no
M,15,0,M,14,3,no
M,16,0,M,13,0,yes
M,12,0,M,13,3,yes
M,10,5,M,11,5,yes
M,11,2,M,10,1,yes
M,8,0,M,16,1,no
M,7,4,M,14,1,no
M,6,4,M,15,5,no
M,12,0,M,4,1,no
M,9,0,M,3,3,no
M,3,6,M,9,3,no
M,8,4,M,2,2,no
M,7,0,M,1,0,no
M,1,0,K,1,0,no
M,2,7,K,1,3,yes
M,4,4,O,2,7,no
M,5,13,O,1,25,yes
O,1,21,Y,1,31,no
S,1,0,Y,1,3,yes
M,12,1,M,14,1,yes
M,11,1,M,12,0,yes
M,15,4,M,11,7,yes
M,16,2,M,10,3,no
M,16,1,M,10,1,no
M,15,9,M,9,8,yes
M,9,3,M,13,0,no
M,8,1,M,14,2,yes
M,7,1,M,13,0,no
M,3,1,M,4,7,no
M,2,2,M,8,1,yes
M,2,2,M,4,2,no
M,6,0,M,1,6,no
M,3,2,K,1,1,yes
K,1,1,M,7,0,yes
M,1,1,S,1,1,no
O,2,9,M,5,16,yes
O,1,11,Y,1,39,no
O,1,31,Y,1,22,yes
M,12,5,M,13,0,yes
M,16,0,M,11,0,yes
M,11,3,M,16,0,yes
M,14,2,M,10,2,yes
M,14,2,M,8,7,yes
M,8,2,M,9,4,no
M,7,3,M,13,1,yes
M,6,9,M,15,4,no
M,4,4,M,15,2,yes
M,3,6,M,3,5,no
M,2,1,M,10,1,yes
M,9,3,M,2,1,no
M,1,1,M,12,0,yes
M,1,11,M,5,8,yes
K,1,2,M,7,2,no
K,1,6,M,4,6,no
S,1,1,O,2,3,yes
O,1,23,O,1,29,yes
Y,1,32,Y,1,18,yes
J,1,0,M,16,2,no
M,16,1,M,15,4,no
M,15,6,M,14,2,yes
M,13,0,M,14,1,no
M,12,3,M,13,0,yes
M,11,5,M,12,6,yes
M,11,2,M,10,4,yes
M,9,0,M,10,2,no
M,9,0,M,8,1,no
M,7,1,M,8,4,no
M,6,0,M,7,0,yes
M,6,1,M,5,9,no
M,4,2,M,5,3,yes
M,3,2,M,4,4,yes
S,1,9,M,2,2,yes
S,1,2,M,3,0,no
O,2,10,M,2,16,yes
M,1,4,O,1,15,no
M,1,1,O,1,5,no
K,1,8,Y,1,16,no
K,1,0,Y,1,4,yes
M,16,2,J,1,1,yes
M,15,1,M,16,1,no
M,15,4,M,14,0,yes
M,14,4,M,13,4,yes
M,13,2,M,12,3,no
M,11,3,M,12,1,yes
M,11,2,M,10,1,no
M,9,0,M,10,2,no
M,9,4,M,8,2,no
M,7,1,M,8,1,yes
M,6,7,M,7,2,yes
M,6,6,M,5,4,no
M,4,3,M,5,6,yes
M,3,2,S,1,5,no
S,1,4,M,2,3,no
K,1,3,O,1,1,no
O,2,16,M,2,13,yes
K,1,16,O,1,10,no
M,1,0,Y,1,7,no
M,1,5,Y,1,14,no
M,15,4,M,16,1,no
M,15,4,M,16,4,no
M,13,4,M,14,3,no
M,12,10,M,14,8,no
M,11,5,M,13,3,yes
M,10,0,M,12,2,yes
M,9,1,M,11,1,no
M,10,2,M,8,2,yes
M,9,4,M,7,1,yes
M,6,5,M,7,7,no
M,8,3,M,5,4,yes
M,6,1,M,4,2,yes
M,3,2,M,5,1,yes
M,3,2,S,1,2,yes
S,1,3,K,1,0,yes
M,1,1,O,1,6,yes
O,1,29,M,2,16,yes
K,1,2,O,2,2,yes
M,2,10,Y,1,34,no
M,1,0,Y,1,17,no
M,15,3,M,15,3,no
M,14,0,M,16,0,no
M,16,1,M,14,1,no
M,13,3,M,12,4,yes
M,11,1,M,13,3,yes
M,11,4,M,10,5,yes
M,12,8,M,10,7,no
M,9,1,M,7,1,no
M,9,1,M,6,2,no
M,6,6,M,8,6,no
M,5,6,M,8,7,no
M,4,1,M,7,1,yes
M,1,6,M,5,6,yes
K,1,1,S,1,2,no
S,1,8,K,1,6,no
M,3,0,O,2,1,yes
O,1,30,M,2,18,no
M,1,4,O,1,11,yes
M,2,3,Y,1,29,no
M,3,0,Y,1,1,yes
M,16,1,M,14,0,no
M,15,5,M,14,3,no
M,16,1,M,13,2,yes
M,15,2,M,12,2,yes
M,11,2,M,12,1,yes
M,13,0,M,11,0,no
M,10,5,M,8,8,no
M,10,8,M,8,5,yes
M,6,1,M,9,0,yes
M,9,1,M,6,1,no
M,5,7,M,7,2,yes
M,4,1,M,3,2,yes
K,1,12,M,2,8,yes
S,1,1,M,1,0,yes
S,1,3,O,1,10,yes
M,1,2,O,2,5,no
K,1,2,O,1,1,no
M,3,1,Y,1,0,no
Y,1,35,M,2,4,yes
J,2,2,M,15,1,no
M,13,1,M,14,4,no
M,13,1,M,16,2,no
M,16,3,M,12,0,yes
M,15,2,M,11,4,no
M,10,3,M,14,3,yes
M,9,1,M,12,2,no
M,11,4,M,8,5,no
M,8,7,M,10,1,no
M,9,4,M,7,2,yes
M,3,1,M,6,2,yes
M,6,2,M,2,2,no
M,1,8,M,5,3,yes
S,1,1,M,5,2,yes
K,1,0,S,1,1,no
M,3,0,O,1,1,no
O,1,31,M,2,8,yes
M,1,4,O,2,8,no
K,1,1,Y,1,27,no
M,4,0,Y,1,0,no
M,16,0,M,16,3,no
M,15,5,J,2,1,no
M,13,0,M,13,0,yes
M,12,10,M,14,10,no
M,15,5,M,11,5,no
M,11,8,M,14,3,yes
M,9,0,M,12,1,yes
M,10,4,M,7,2,yes
M,6,5,M,10,4,no
M,6,6,M,8,5,yes
M,9,0,M,5,2,yes
M,4,1,M,8,1,no
M,2,19,M,2,19,yes
K,1,1,M,1,4,no
S,1,5,M,1,2,no
K,1,11,O,2,14,yes
S,1,3,O,1,1,yes
M,3,0,O,1,2,no
Y,1,5,M,5,0,yes
M,3,0,Y,1,1,no
J,3,8,M,14,13,yes
M,16,1,M,13,2,yes
M,13,2,M,12,3,yes
M,15,3,M,12,5,yes
M,11,3,M,16,1,yes
M,15,6,M,10,0,yes
M,10,6,M,14,2,no
M,9,1,M,9,0,no
M,11,8,M,7,5,yes
M,6,3,M,8,3,no
M,6,8,M,8,3,yes
M,5,4,M,2,7,no
M,1,5,M,3,3,yes
S,1,2,M,5,1,yes
S,1,5,M,1,4,no
K,1,11,O,1,18,no
M,4,0,O,2,0,no
M,2,14,O,1,25,yes
K,1,1,Y,1,2,no
M,15,2,M,14,2,no
M,12,1,M,16,0,no
M,15,0,M,12,2,yes
M,16,4,M,11,5,no
M,10,5,M,14,8,yes
M,9,1,M,13,0,no
M,11,4,M,8,5,yes
M,9,0,M,8,0,no
M,13,1,M,7,3,no
M,6,3,M,10,5,no
M,6,3,M,5,3,yes
M,1,7,M,2,9,yes
K,1,0,M,2,1,yes
M,1,3,K,1,3,no
S,1,1,M,4,3,no
M,3,0,O,1,1,no
O,2,19,O,1,13,yes
M,5,1,Y,1,4,yes
S,1,1,Y,1,11,no
M,16,0,M,14,2,no
M,15,0,M,13,2,yes
M,11,0,M,16,0,yes
M,15,0,M,10,1,no
M,9,1,M,14,0,yes
M,9,0,M,13,1,yes
M,12,7,M,8,11,no
M,11,1,M,8,4,no
M,7,5,M,12,0,no
M,6,7,M,10,8,no
M,5,6,M,5,11,yes
M,1,1,M,3,0,no
K,1,20,M,2,8,no
K,1,3,M,1,0,yes
S,1,2,M,2,3,yes
S,1,4,O,1,6,no
O,2,11,O,1,18,no
M,4,0,Y,1,0,no
M,6,1,Y,1,5,yes
M,15,1,M,13,1,yes
M,12,2,M,14,0,no
M,11,1,M,14,3,no
M,16,0,M,11,1,no
M,10,3,M,10,4,yes
M,15,2,M,9,3,no
M,8,1,M,16,1,yes
M,9,1,M,8,2,yes
M,13,9,M,7,10,yes
M,6,4,M,12,6,yes
M,2,7,M,5,4,yes
M,1,2,M,1,3,no
K,1,2,M,2,1,yes
K,1,0,M,3,1,no
S,1,1,M,5,3,yes
M,4,0,O,1,0,no
M,6,2,O,1,7,yes
O,2,8,Y,1,24,no
S,1,1,Y,1,3,no
M,14,8,M,14,9,yes
M,15,3,M,13,1,yes
M,12,0,M,12,4,no
M,11,2,M,10,4,no
M,10,1,M,16,0,yes
M,16,3,M,9,5,yes
M,13,1,M,8,0,yes
M,15,2,M,7,3,no
M,6,7,M,11,4,yes
M,9,3,M,5,1,yes
M,4,1,M,2,1,no
M,1,5,M,6,0,yes
M,1,4,M,2,8,yes
K,1,6,M,5,2,yes
K,1,1,M,3,0,yes
M,8,2,O,1,9,no
S,1,1,O,1,3,yes
O,2,5,Y,1,26,yes
S,1,4,Y,1,8,yes
M,15,2,M,13,3,yes
M,13,1,M,16,2,no
M,9,3,M,16,1,no
M,9,0,M,10,0,yes
M,11,1,M,8,1,no
M,14,6,M,7,1,no
M,6,0,M,15,1,yes
M,6,5,M,14,7,no
M,12,12,M,5,2,yes
M,10,0,M,3,1,yes
M,12,1,M,2,0,no
M,1,7,M,5,6,yes
M,1,2,M,2,2,yes
K,1,2,K,1,2,no
S,1,2,M,4,3,yes
S,1,3,M,8,3,yes
M,11,2,O,2,7,no
O,1,21,Y,1,32,no
O,1,4,Y,1,43,no
J,2,3,M,13,2,yes
M,13,3,J,1,4,no
M,16,0,M,12,1,no
M,9,1,M,16,6,no
M,9,1,M,15,3,yes
M,7,1,M,14,8,no
M,15,2,M,6,1,no
M,6,5,M,14,4,no
M,12,3,M,5,2,no
M,11,5,M,3,2,no
M,5,4,M,2,7,yes
M,8,14,M,2,13,yes
M,1,4,M,10,5,yes
M,11,5,M,1,6,no
M,4,0,K,1,1,no
K,1,1,M,10,1,yes
S,1,3,S,1,2,yes
O,1,11,Y,1,40,yes
O,1,32,Y,1,22,no
M,15,2,J,2,5,no
M,15,1,M,12,2,no
M,13,2,M,11,4,no
M,9,2,M,14,1,yes
M,16,1,M,8,0,no
M,7,2,M,16,3,yes
M,6,4,M,14,7,yes
M,5,2,M,12,2,yes
M,13,2,M,5,7,no
M,3,0,M,2,2,yes
M,4,1,M,2,2,yes
M,9,1,M,1,1,no
M,1,5,M,10,4,yes
K,1,1,M,11,0,yes
K,1,4,M,10,7,yes
S,1,7,M,8,2,yes
S,1,3,M,6,0,yes
O,1,24,O,1,29,yes
Y,1,33,Y,1,18,no
M,16,6,M,15,5,no
M,15,2,M,14,4,no
M,13,5,M,14,2,no
M,13,0,M,12,0,yes
M,12,3,M,11,1,yes
M,11,0,M,10,3,no
M,9,1,M,10,1,yes
M,8,2,M,9,2,no
M,8,5,M,7,13,yes
M,6,1,M,7,10,no
M,5,5,M,6,5,yes
M,5,9,M,4,5,no
M,3,4,M,4,7,yes
M,3,3,S,1,5,no
O,2,4,M,2,0,yes
M,1,0,O,2,2,yes
M,2,8,O,1,5,yes
M,1,5,O,1,11,no
S,1,1,Y,2,2,no
K,1,5,Y,1,8,no
K,1,0,Y,1,8,no
M,16,3,M,15,1,no
M,14,2,M,15,0,yes
M,13,0,M,14,2,no
M,12,0,M,13,0,yes
M,12,5,M,11,0,yes
M,11,5,M,10,11,no
M,9,1,M,10,7,no
M,8,6,M,9,2,no
M,8,0,M,7,1,yes
M,6,5,M,6,3,yes
M,5,4,M,7,6,yes
M,5,4,M,4,6,yes
M,3,4,M,4,6,yes
S,1,2,M,2,0,no
S,1,11,O,1,19,yes
O,2,0,M,3,2,yes
K,1,4,O,2,7,yes
K,1,2,O,1,6,yes
M,2,1,Y,1,10,no
M,1,0,Y,2,0,no
J,1,0,M,15,0,yes
M,16,2,M,14,3,no
M,13,3,M,15,1,yes
M,12,1,M,14,3,no
M,12,2,M,13,3,no
M,11,12,M,11,8,yes
M,10,1,M,10,2,yes
M,8,3,M,9,0,yes
M,7,8,M,9,2,yes
M,6,5,M,8,7,no
M,6,1,M,7,0,yes
M,5,3,M,5,0,no
M,4,15,M,4,13,no
S,1,2,M,3,0,yes
K,1,3,S,1,4,no
M,2,2,O,1,11,no
M,1,0,O,1,2,no
O,2,4,K,1,2,yes
M,3,3,O,2,3,no
M,1,0,Y,1,18,no
M,2,2,Y,2,8,no
J,1,2,M,15,2,yes
M,16,0,M,14,2,no
M,13,4,M,15,0,no
M,12,1,M,14,2,no
M,12,1,M,11,0,yes
M,13,4,M,11,4,yes
M,9,3,M,10,3,yes
M,9,2,M,8,0,yes
M,8,3,M,10,1,yes
M,7,5,M,7,7,no
M,6,2,M,5,2,no
M,6,2,M,4,3,yes
M,5,1,M,3,2,no
M,2,9,M,4,3,yes
S,1,0,K,1,2,no
S,1,16,O,2,11,yes
M,3,1,O,1,7,no
K,1,1,O,1,6,no
O,2,4,M,2,3,yes
M,1,1,Y,2,13,no
M,1,0,Y,1,2,no
M,16,1,J,2,2,yes
M,13,1,M,15,1,yes
M,13,0,M,14,1,no
M,12,2,M,15,0,no
M,14,10,M,11,11,no
M,12,4,M,10,2,yes
M,9,3,M,11,7,no
M,7,8,M,10,4,no
M,8,1,M,7,2,yes
M,9,1,M,6,3,no
M,6,1,M,8,4,no
M,5,1,M,4,2,no
M,3,3,M,5,4,yes
M,2,1,M,4,8,yes
K,1,6,M,1,3,no
O,2,4,S,1,0,yes
M,1,4,O,2,16,no
S,1,3,O,1,2,yes
M,3,0,O,1,8,no
M,2,0,Y,1,11,no
K,1,6,Y,2,6,no
J,2,0,M,14,2,no
M,13,1,M,16,1,no
M,13,0,M,15,1,yes
M,12,1,M,14,3,yes
M,12,1,M,11,1,no
M,15,0,M,11,0,yes
M,9,5,M,9,2,no
M,8,0,M,10,1,yes
M,6,6,M,10,5,yes
M,8,1,M,5,1,no
M,5,2,M,7,2,yes
M,6,1,M,4,2,no
M,3,4,M,4,3,yes
M,3,6,M,7,4,yes
M,2,2,S,1,14,no
S,1,3,O,1,2,no
O,2,2,M,1,1,yes
K,1,2,O,2,6,no
M,1,4,O,1,9,no
M,2,1,Y,2,10,no
K,1,1,Y,1,12,no
J,3,4,M,14,5,yes
M,13,1,M,16,0,yes
M,12,4,M,15,0,yes
M,12,0,M,14,0,yes
M,15,0,M,11,0,yes
M,13,0,M,11,1,yes
M,9,3,M,10,6,yes
M,8,0,M,10,0,no
M,6,1,M,7,6,yes
M,9,4,M,6,5,no
M,5,2,M,8,2,no
M,5,7,M,7,3,yes
M,1,1,M,4,2,yes
M,1,9,M,4,3,yes
S,1,4,K,1,0,yes
K,1,8,S,1,7,no
M,2,4,O,1,7,yes
O,2,2,O,1,3,no
M,2,2,O,2,10,yes
M,3,0,Y,1,6,no
M,3,0,Y,2,6,no
M,16,7,J,1,4,yes
M,15,3,M,15,5,yes
M,14,2,M,14,0,no
M,13,0,M,11,0,no
M,12,2,M,10,2,yes
M,13,1,M,10,2,no
M,8,7,M,11,6,yes
M,12,4,M,8,4,no
M,9,0,M,7,2,yes
M,6,3,M,7,3,no
M,6,3,M,5,6,no
M,5,2,M,9,3,yes
M,2,6,M,2,7,yes
M,1,1,M,4,1,no
K,1,5,K,1,3,yes
S,1,2,S,1,3,no
O,1,20,O,2,13,no
O,1,30,M,4,16,yes
O,2,2,M,1,0,yes
M,3,0,Y,2,6,no
M,3,0,Y,1,5,no
J,1,2,M,15,1,yes
M,12,2,M,15,4,yes
M,16,4,M,11,0,no
M,14,1,M,10,1,no
M,13,0,M,10,1,no
M,9,4,M,14,3,no
M,12,1,M,9,2,yes
M,7,8,M,11,11,yes
M,13,4,M,7,0,yes
M,8,1,M,6,3,yes
M,5,6,M,8,3,no
M,5,3,M,4,1,no
M,6,0,M,4,0,no
M,3,1,M,1,1,no
K,1,8,M,2,2,yes
K,1,2,M,1,4,no
M,2,3,O,2,7,no
M,3,2,O,1,8,no
O,2,2,O,1,3,yes
S,1,1,Y,1,4,no
S,1,17,Y,2,18,yes
M,15,2,J,2,2,no
M,15,0,M,14,0,yes
M,12,3,M,16,2,yes
M,13,2,M,12,2,yes
M,10,6,M,11,5,no
M,14,1,M,10,2,no
M,9,2,M,11,1,no
M,8,5,M,8,1,yes
M,13,0,M,7,0,no
M,6,5,M,9,8,no
M,7,6,M,4,8,yes
M,6,2,M,3,5,yes
M,5,1,M,2,2,yes
M,2,1,M,1,1,yes
K,1,4,M,5,5,yes
S,1,1,M,1,5,no
O,2,4,M,3,2,yes
O,1,25,O,2,29,yes
O,1,17,M,4,13,yes
K,1,1,Y,2,4,no
S,1,1,Y,1,28,yes
J,3,0,M,15,0,no
M,13,0,M,14,0,yes
M,12,1,M,12,0,yes
M,16,1,M,11,2,yes
M,15,0,M,11,4,yes
M,8,0,M,13,0,no
M,8,1,M,14,0,yes
M,6,2,M,10,0,no
M,6,2,M,10,3,yes
M,5,5,M,9,4,yes
M,9,1,M,4,5,no
M,7,4,M,4,2,yes
M,3,4,M,7,1,no
M,2,5,M,5,5,no
K,1,5,M,1,5,yes
K,1,5,M,2,7,no
S,1,2,M,1,0,no
S,1,12,O,1,14,no
M,3,0,O,1,5,no
O,2,1,Y,1,4,no
O,2,18,Y,2,17,no
J,2,0,M,16,1,no
M,12,0,M,15,0,yes
M,15,2,M,10,5,yes
M,9,1,M,11,9,yes
M,9,0,M,14,0,yes
M,8,3,M,14,0,yes
M,13,0,M,7,0,no
M,12,5,M,6,6,yes
M,6,4,M,11,11,no
M,5,1,M,10,1,yes
M,7,20,M,4,19,no
M,2,8,M,3,4,yes
M,1,1,M,1,1,yes
K,1,6,M,3,4,yes
S,1,5,M,5,7,no
S,1,0,M,2,1,no
O,1,13,M,4,8,yes
K,1,4,O,1,10,no
O,2,0,Y,2,3,no
O,2,4,Y,1,44,no
M,15,7,M,14,3,no
M,13,0,M,9,0,yes
M,12,3,M,9,3,no
M,8,2,M,11,0,yes
M,12,4,M,8,2,no
M,16,0,M,7,1,no
M,6,5,M,11,8,yes
M,6,1,M,15,1,no
M,5,2,M,10,0,yes
M,10,4,M,4,8,yes
M,3,5,M,14,6,no
M,2,2,M,5,2,yes
M,1,5,M,2,3,yes
K,1,6,M,4,3,yes
K,1,3,M,7,2,no
S,1,0,M,1,2,yes
S,1,1,O,2,3,no
M,3,0,O,2,4,no
O,1,6,Y,1,26,no
O,1,27,Y,2,13,yes
M,16,1,M,12,5,no
M,14,13,M,10,2,no
M,14,5,M,9,2,no
M,15,0,M,8,0,no
M,7,3,M,11,10,yes
M,15,0,M,7,0,no
M,12,0,M,5,1,no
M,8,4,M,5,1,yes
M,4,17,M,11,9,yes
M,13,0,M,3,0,no
M,9,0,M,2,2,yes
M,1,5,M,6,2,yes
M,1,3,M,10,1,yes
K,1,2,M,6,1,yes
M,2,4,K,1,6,yes
M,3,0,S,1,7,yes
O,2,1,M,4,3,yes
S,1,2,O,2,2,no
O,1,9,Y,2,20,no
O,1,12,Y,1,40,no
M,12,1,M,10,0,yes
M,16,2,M,10,2,yes
M,9,3,M,15,4,yes
M,15,2,M,9,8,no
M,14,4,M,7,8,no
M,12,1,M,7,6,yes
M,13,0,M,6,0,yes
M,5,2,M,14,0,yes
M,6,7,M,4,5,yes
M,11,6,M,4,16,no
M,8,2,M,2,2,yes
M,2,3,M,1,0,yes
M,1,8,M,11,5,yes
K,1,3,M,5,3,yes
K,1,5,M,3,8,yes
S,1,2,M,3,1,yes
S,1,11,M,8,6,no
O,2,4,O,2,1,no
O,1,11,O,1,19,yes
Y,2,4,Y,1,37,no
M,16,1,J,1,4,no
M,15,1,M,15,1,no
M,14,1,M,14,4,yes
M,13,0,M,13,1,no
M,12,5,M,12,1,no
M,11,2,M,11,1,yes
M,10,6,M,10,6,yes
M,9,4,M,9,1,yes
M,8,17,M,8,8,yes
M,7,2,M,7,0,yes
M,6,1,M,6,3,no
M,5,7,M,5,4,no
M,4,5,M,4,0,yes
S,1,9,M,3,2,yes
S,1,1,M,3,2,yes
M,2,0,O,2,0,no
M,2,1,O,2,1,no
M,1,2,O,1,10,no
O,1,5,M,1,0,yes
K,1,1,Y,1,14,no
K,1,0,Y,1,12,yes
M,15,0,J,1,0,yes
M,16,0,M,14,1,yes
M,14,0,M,15,2,yes
M,12,1,M,13,1,yes
M,13,0,M,11,2,yes
M,11,0,M,12,3,yes
M,10,6,M,9,3,yes
